sample_id,graph_file,result_index,matched_topic,status,node_count,edge_count,node_validity_rate,edge_validity_rate,valid_graph_rate,isolated_node_ratio,duplicate_node_ratio,duplicate_edge_ratio,process_object_connectivity_rate,state_object_attachment_rate,valid_type_transition_rate,explanation_path_rate,object_grounding_rate,process_grounding_rate,state_grounding_rate,overall_grounding_rate,answer_concept_coverage,graph_evidence_usage_rate,path_support_rate
q0091,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0091.json,91,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0092,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0092.json,92,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0093,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0093.json,93,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0094,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0094.json,94,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0095,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0095.json,95,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0096,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0096.json,96,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0097,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0097.json,97,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0098,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0098.json,98,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0099,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0099.json,99,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0100,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0100.json,100,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0101,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0101.json,101,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0102,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0102.json,102,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0103,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0103.json,103,cardiomyopathy,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,1.0000,1.0000,1.0000,0.3333,0.3333,0.0000,0.2222,0.1111,0.1111,1.0000
q0104,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0104.json,104,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0105,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0105.json,105,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0106,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0106.json,106,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0107,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0107.json,107,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0108,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0108.json,108,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0109,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0109.json,109,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0110,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0110.json,110,pericarditis,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.6667,0.5556,0.1538,0.4444,1.0000
q0111,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0111.json,111,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0112,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0112.json,112,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0113,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0113.json,113,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0114,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0114.json,114,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0115,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0115.json,115,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.3333,0.5556,0.5833,0.4444,1.0000
q0116,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0116.json,116,arrhythmia,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.3333,0.1111,0.5000,0.0000,1.0000
q0117,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0117.json,117,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0118,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0118.json,118,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0119,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0119.json,119,cardiac arrest,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.0000,0.1111,0.0833,0.1111,1.0000
q0120,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0120.json,120,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0121,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0121.json,121,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0122,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0122.json,122,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0123,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0123.json,123,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0124,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0124.json,124,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0125,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0125.json,125,patent ductus arteriosus,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.3333,0.4444,0.4286,0.3333,1.0000
q0126,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0126.json,126,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0127,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0127.json,127,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0128,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0128.json,128,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0129,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0129.json,129,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0130,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0130.json,130,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0131,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0131.json,131,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0132,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0132.json,132,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0133,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0133.json,133,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0134,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0134.json,134,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0135,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0135.json,135,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0136,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0136.json,136,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0137,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0137.json,137,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0138,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0138.json,138,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0139,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0139.json,139,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.3333,0.3333,0.3333,0.3333,0.6000,0.2222,1.0000
q0140,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0140.json,140,infective endocarditis,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,1.0000,0.3333,0.6667,0.2143,0.4444,1.0000
q0141,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0141.json,141,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0142,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0142.json,142,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0143,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0143.json,143,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0144,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0144.json,144,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0145,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0145.json,145,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0146,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0146.json,146,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0147,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0147.json,147,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0148,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0148.json,148,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.0000,0.1111,0.2500,0.0000,1.0000
q0149,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0149.json,149,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.6667,0.3333,0.3333,0.4444,0.6000,0.2222,1.0000
q0150,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0150.json,150,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0151,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0151.json,151,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.6667,0.3333,0.3333,0.4444,0.6000,0.2222,1.0000
q0152,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0152.json,152,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0153,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0153.json,153,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0154,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0154.json,154,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0155,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0155.json,155,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0156,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0156.json,156,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0157,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0157.json,157,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0158,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0158.json,158,mitral regurgitation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.6667,0.3125,0.6667,1.0000
q0159,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0159.json,159,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.6667,0.3333,0.3333,0.4444,0.6000,0.2222,1.0000
q0160,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0160.json,160,hypertension,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,0.6667,1.0000,1.0000,0.6667,0.3333,0.3333,0.4444,0.6000,0.2222,1.0000
q0161,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0161.json,161,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0162,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0162.json,162,mitral valve prolapse,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.0000,0.6667,0.4444,0.3750,0.4444,1.0000
q0163,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0163.json,163,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0164,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0164.json,164,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0165,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0165.json,165,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0166,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0166.json,166,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0167,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0167.json,167,coronary artery disease,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.3333,0.0000,0.3333,0.5833,0.2222,1.0000
q0168,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0168.json,168,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0169,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0169.json,169,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0170,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0170.json,170,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0171,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0171.json,171,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0172,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0172.json,172,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0173,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0173.json,173,atrial fibrillation,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.3333,0.6667,0.4444,0.6154,0.3333,1.0000
q0174,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0174.json,174,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
q0175,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0175.json,175,tetralogy of Fallot,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.6667,0.6667,0.4444,0.3125,0.2222,1.0000
q0176,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0176.json,176,cardiomyopathy,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.6667,1.0000,1.0000,1.0000,0.3333,0.3333,0.0000,0.2222,0.1111,0.1111,1.0000
q0177,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0177.json,177,myocardial infarction,matched,9,10,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.0000,0.4444,0.5455,0.4444,1.0000
q0178,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0178.json,178,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0179,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0179.json,179,angina,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,1.0000,0.7778,0.3636,0.6667,1.0000
q0180,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0180.json,180,aortic stenosis,matched,9,7,1.0000,1.0000,1.0000,0.1111,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.6667,0.3333,0.4444,0.5833,0.4444,1.0000
q0181,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0181.json,181,heart failure,matched,9,9,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,1.0000
q0182,/Users/qishun/projects/opm-medical-qa/outputs/graphs/llm_relevant_batch/q0182.json,182,pulmonary embolism,matched,9,7,1.0000,1.0000,1.0000,0.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.3333,0.0000,0.4444,0.0667,0.4444,1.0000
